,text,face
7686,"Aire géogr. — Grèce, Macédoine, Crimée, Russie méridionale, Géorgie, Arménie, Iran.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7687,"ANABASIS L. — Arbrisseaux ou herbes à tiges et rameaux articulés, à feuilles","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7688,"opposées, très souvent réduites à des écailles. Fleurs hermaphrodites à deux bractées,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7689,"solitaires, plus rarement groupées. Périanthe à sépales libres jusqu'à la base. Akène","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7690,"membraneux, parfois","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7691," bacciforme,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7692, pourvu d'ailes à la fructification. Graine verticale.,"Font: 'Times-Roman' (serifed, proportional), size 10.9645, color #000000"
7693,Anabasis,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7694, haussknechtii,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
7695, Bunge,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000"
7696, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7697," CXLVIII,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
7698, n. 1). —,"Font: 'Times-Roman' (serifed, proportional), size 10.9645, color #000000"
7699, S.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7700," Sous-arbrisseau,","Font: 'Times-Italic' (italic, serifed, proportional), size 11.5337, color #000000"
7701,"pouvant atteindre et dépasser un mètre, très","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7702," rameux,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7703, d'un beau vert foncé. Tiges,"Font: 'Times-Roman' (serifed, proportional), size 10.9762, color #000000"
7704,"à parties basales persistantes, ligneuses, émettant des rameaux annuels herbacés, un","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7705,"peu charnus, mesurant tous au moins 1 mm. 5 d'épaisseur. Feuilles opposées, réduites","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7706,"à une cupule un peu villeuse à l'intérieur, d'où émergent deux pointes courtes, pour-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7707,"vues quand elles sont très jeunes, d'une soie courte très caduque. Feuilles florales","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7708,"en cupules comme les feuilles inférieures, un peu plus étalées. Bractéoles peu visibles.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7709,Périanthe à 5 sépales inégaux tous obtus et membraneux. Étamines 5. Périanthe,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7710,fructifère à trois sépales ailés.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7711,Floraison: septembre-octobre. Steppes.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7712,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7713, Dam.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7714," Damas (P), Raboué, Mezzé","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
7715," (Bl),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7716," Jaïroud, Ghozlaniyé (Pb), 'Adra à Dmeir (Pb).","Font: 'Times-Roman' (serifed, proportional), size 9.87193, color #000000"
7717,A.L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7718, 20 km. S. de Nebk,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
7719, (Dlb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7720, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.9049, color #000000"
7721," Haouarine (Mt), Palmyre à Forkhlos (Gb), S. de Qaryatein","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
7722,"(Pb),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7723, Qasr-el-Haïr,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7724, (Pb).,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
7725,"Aire géogr. — Iran, Turquie, Iraq, Syrie, Jordanie.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7726,Cette espèce a été classée avec insistance mais à tort sous le nom,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7727, d'A.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7728, aphylla,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.79158, color #000000"
7729," L., plante de","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
7730,"Russie, à rameaux beaucoup plus fins et moins fragiles.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7731,Anabasis setifera,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
7732, Moq.,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
7733, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7734," CXLVIII, n. 2). —","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
7735, 5.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7736," Plante pluricaule, 20-","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
7737,"40 cm. Tiges dressées ou ascendantes, rameuses, à rameaux allongés. Feuilles oppo-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7738,"sées, charnues, bien développées, obtuses, portant à leur sommet une pointe subulée","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7739,"caduque. Fleurs agglomérées par 3-7, aux nœuds inférieurs, à staminodes subarron-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7740,"dis, tronqués, fimbriés. Périanthe fructifère à 5 ailes orbiculaires, subentières, un","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7741,peu inégales.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7742,NOUVELLE FLORE ,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7743,437,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7744,Floraison: été. Fruits en octobre. Steppes très arides.,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7745,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7746, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7747, 15 km. NW. de,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.16311, color #000000"
7748, Khirbet-el-'Ambachi,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7749, (Pb).,"Font: 'Times-Roman' (serifed, proportional), size 9.18827, color #000000"
7750,Aire géogr. —,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7751," Egypte,","Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7752," Sinaï,","Font: 'Times-Roman' (serifed, proportional), size 9.14113, color #000000"
7753," Jordanie, Iraq, Iran.","Font: 'Times-Roman' (serifed, proportional), size 9.21745, color #000000"
7754,Anabasis articulata,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7755, Forsk.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
7756, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7757," CXLVIII, n. 3). —","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
7758, S.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7759, Dotée de feuilles très,"Font: 'Times-Italic' (italic, serifed, proportional), size 11.5337, color #000000"
7760,"réduites, comme","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7761, A. haussknechtii,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7762, Bge et,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
7763, Haloxylon salicornicum,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7764," (Moq.) Bge, cette","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
7765,"Chénopodiacée s'en sépare nettement, à l'état fructifié, par ses périanthes à cinq","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7766,"ailes et à graine verticale, alors que la première n'a que trois ailes et la seconde une","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7767,graine horizontale. Dans,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7768, sa,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7769," Flora Orientalis,","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7770, BOISSIER,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7771, lui,"Font: 'Times-Roman' (serifed, proportional), size 8.85539, color #000000"
7772," attribuait, avec hésitation,","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7773,une,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7774, récolte,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7775, non,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7776," fructifiée, faite","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7777, par,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7778, GAILLARDOT,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7779, entre Damas,"Font: 'Times-Roman' (serifed, proportional), size 8.85539, color #000000"
7780, et,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7781, Mezzé. Dans,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7782, la,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7783,"suite, nombre de botanistes ont admis sa présence et même sa fréquence dans le","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
7784,"désert de Syrie. Bien rares étaient, parmi eux, ceux qui parcouraient ce désert durant","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7785,les saisons tardives où l'on rencontre ces plantes en fruits développés!,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7786,"En fait il s'agit d'une espèce très répandue, de l'Afrique du Nord à l'Arabie","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7787,"Pétrée et au-delà, adaptée à des climats très arides, mais qui n'a pas, jusqu'ici, été","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7788,"constatée en territoire syrien, et, vraisemblablement, ne s'y rencontre pas, faute d'y","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7789,trouver les conditions sahariennes de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7790, l'Egypte,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7791, ou de l'Arabie.,"Font: 'Times-Roman' (serifed, proportional), size 11.0557, color #000000"
7792,Anabasis,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7793, phyllophora,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.16311, color #000000"
7794," Kar. et Kir. — Plante de Soungarie à laquelle BOISSIER rattachait, avec","Font: 'Times-Italic' (italic, serifed, proportional), size 9.18827, color #000000"
7795,"hésitation aussi, des exsiccata non fructifies du même GAILLARDOT et de même provenance. Cet","Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7796,ancien classement provisoire n'est évidemment pas à maintenir ni à remettre en honneur.,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7797,C'est encore à partir de récoltes faites près de Damas que DINGLER avait créé le taxon,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7798, Anabasis,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7799,ramosissima,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.16311, color #000000"
7800, appliqué à une espèce dont lui-même déclarait qu'elle ressemblait de très près à,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.16311, color #000000"
7801, Haloxylon,"Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7802,"articulatum,","Font: 'Times-Italic' (italic, serifed, proportional), size 9.16311, color #000000"
7803, notamment par ses fruits. D'après plusieurs spécimens provenant justement de la région,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.16311, color #000000"
7804,"de Damas, ils y ressemblent si bien que leur graine, horizontale, invite clairement à nommer cette","Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7805,"plante, avec BENTHAM et HOOKER,","Font: 'Times-Roman' (serifed, proportional), size 9.16311, color #000000"
7806, Haloxylon,"Font: 'Times-Roman' (serifed, proportional), size 9.02629, color #000000"
7807," ramosissitmm,","Font: 'Times-Italic' (italic, serifed, proportional), size 9.02629, color #000000"
7808," ou, avec","Font: 'Times-Italic' (italic, serifed, proportional), size 9.15442, color #000000"
7809, EIG,"Font: 'Times-Roman' (serifed, proportional), size 9.02629, color #000000"
7810, (voir plus haut sous le genre,"Font: 'Times-Roman' (serifed, proportional), size 8.15815, color #000000"
7811,"Haloxylon) H. articulatum,","Font: 'Times-Roman' (serifed, proportional), size 9.02629, color #000000"
7812, ssp.,"Font: 'Times-Italic' (italic, serifed, proportional), size 7.61877, color #000000"
7813, ramosissimum.,"Font: 'Times-Roman' (serifed, proportional), size 7.61877, color #000000"
7814,"HALOCHARIS Moq. — Fleurs hermaphrodites à deux bractéoles, solitaires,","Font: 'Times-Italic' (italic, serifed, proportional), size 7.66681, color #000000"
7815,"axillaires, en épis.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7816, Périanthe,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7817," à cinq sépales distincts jusqu'à la base, non","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
7818, modifiés,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7819,durant la fructification. Pas de staminodes. 5 étamines insérées sur le disque. Loges,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
7820,des anthères séparées jusqu'au sommet et là réunies en un connectif court prolongé,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7821,par un vésicule de forme variable.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7822,Halocharis,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
7823, sulphurea,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000"
